ACC1002, WEDNESDAY, 1000, 1200, UT-AUD1, 2, V1
LAH3202, TUESDAY, 1600, 1800, TP-SR4, 2, 1
LAH3202, FRIDAY, 1800, 2000, AS3-0305, 2, 1
LAH3202, FRIDAY, 1600, 1800, AS4-0602, 2, T1
LAJ1201, MONDAY, 1000, 1200, LT9, 2, 1
LAJ1201, MONDAY, 1800, 2000, LT9, 2, 2
LAJ1201, WEDNESDAY, 800, 1000, AS4-0602, 2, B1
LAJ1201, WEDNESDAY, 1600, 1800, TP-SR7, 2, B10
LAJ1201, WEDNESDAY, 1800, 2000, AS4-0602, 2, B11
LAJ1201, THURSDAY, 800, 1000, AS3-0212, 2, B12
LAJ1201, THURSDAY, 1000, 1200, AS4-0602, 2, B13
LAJ1201, THURSDAY, 1200, 1400, AS4-0602, 2, B14
LAJ1201, THURSDAY, 1200, 1400, AS3-0209, 2, B15
LAJ1201, THURSDAY, 1400, 1600, AS4-0602, 2, B16
LAJ1201, THURSDAY, 1400, 1600, AS4-0601, 2, B17
LAJ1201, WEDNESDAY, 1800, 2000, TP-SR8, 2, B18
LAJ1201, WEDNESDAY, 800, 1000, AS3-0209, 2, B2
LAJ1201, WEDNESDAY, 1000, 1200, AS4-0602, 2, B3
LAJ1201, WEDNESDAY, 1000, 1200, AS4-0601, 2, B4
LAJ1201, WEDNESDAY, 1200, 1400, AS4-0602, 2, B5
LAJ1201, WEDNESDAY, 1200, 1400, TP-SR8, 2, B6
LAJ1201, WEDNESDAY, 1400, 1600, AS4-0602, 2, B7
LAJ1201, WEDNESDAY, 1400, 1600, TP-SR8, 2, B8
LAJ1201, WEDNESDAY, 1600, 1800, TP-SR8, 2, B9
LAJ1201, THURSDAY, 1600, 1700, AS4-0602, 2, C1
LAJ1201, FRIDAY, 1100, 1200, AS4-0602, 2, C10
LAJ1201, FRIDAY, 1100, 1200, AS1-0205, 2, C11
LAJ1201, FRIDAY, 1200, 1300, AS4-0602, 2, C12
LAJ1201, FRIDAY, 1200, 1300, ERC-SR11, 2, C13
LAJ1201, FRIDAY, 1300, 1400, AS4-0602, 2, C14
LAJ1201, FRIDAY, 1300, 1400, ERC-SR11, 2, C15
LAJ1201, FRIDAY, 1400, 1500, AS3-0209, 2, C16
LAJ1201, FRIDAY, 1500, 1600, AS3-0209, 2, C17
LAJ1201, FRIDAY, 1500, 1600, AS3-0304, 2, C18
LAJ1201, THURSDAY, 1700, 1800, AS4-0602, 2, C2
LAJ1201, THURSDAY, 1800, 1900, AS4-0602, 2, C3
LAJ1201, THURSDAY, 1900, 2000, AS4-0602, 2, C4
LAJ1201, FRIDAY, 1400, 1500, AS3-0303, 2, C5
LAJ1201, FRIDAY, 900, 1000, AS4-0602, 2, C6
LAJ1201, FRIDAY, 900, 1000, ERC-SR11, 2, C7
LAJ1201, FRIDAY, 1000, 1100, ERC-SR11, 2, C8
LAJ1201, FRIDAY, 1000, 1100, AS4-0602, 2, C9
LAJ1201, MONDAY, 1000, 1200, AS4-0602, 2, A1
LAJ1201, TUESDAY, 800, 1000, AS4-0601, 2, A10
LAJ1201, TUESDAY, 1000, 1200, AS4-0601, 2, A11
LAJ1201, TUESDAY, 1000, 1200, AS3-0209, 2, A12
LAJ1201, TUESDAY, 1200, 1400, AS4-0601, 2, A13
LAJ1201, TUESDAY, 1200, 1400, TP-SR8, 2, A14
LAJ1201, TUESDAY, 1400, 1600, AS1-0210, 2, A15
LAJ1201, TUESDAY, 1600, 1800, TP-SR8, 2, A16
LAJ1201, TUESDAY, 1600, 1800, TP-SR7, 2, A17
LAJ1201, TUESDAY, 1800, 2000, AS4-0602, 2, A18
LAJ1201, MONDAY, 1200, 1400, TP-SR8, 2, A2
LAJ1201, MONDAY, 1200, 1400, AS4-0601, 2, A3
LAJ1201, MONDAY, 1400, 1600, AS3-0212, 2, A4
LAJ1201, MONDAY, 1400, 1600, AS3-0304, 2, A5
LAJ1201, MONDAY, 1400, 1600, AS3-0306, 2, A6
LAJ1201, MONDAY, 1600, 1800, TP-SR8, 2, A7
LAJ1201, MONDAY, 1800, 2000, AS3-0304, 2, A8
LAJ1201, TUESDAY, 1800, 2000, TP-SR7, 2, A9
LAJ2201, TUESDAY, 1200, 1400, LT12, 2, 1
LAJ2201, TUESDAY, 1800, 2000, LT10, 2, 2
LAJ2201, WEDNESDAY, 1200, 1400, UTSRC-SR3, 2, B1
LAJ2201, THURSDAY, 1200, 1400, AS3-0213, 2, B10
LAJ2201, THURSDAY, 1400, 1600, AS1-0210, 2, B11
LAJ2201, THURSDAY, 1400, 1600, AS3-0209, 2, B12
LAJ2201, WEDNESDAY, 1200, 1400, AS3-0304, 2, B2
LAJ2201, WEDNESDAY, 1400, 1600, AS4-0603, 2, B3
LAJ2201, WEDNESDAY, 1400, 1600, AS3-0209, 2, B4
LAJ2201, WEDNESDAY, 1600, 1800, UTSRC-SR1, 2, B5
LAJ2201, WEDNESDAY, 1600, 1800, AS4-0602, 2, B6
LAJ2201, THURSDAY, 800, 1000, AS1-0205, 2, B7
LAJ2201, THURSDAY, 1000, 1200, AS1-0213, 2, B8
LAJ2201, THURSDAY, 1200, 1400, AS4-0601, 2, B9
LAJ2201, THURSDAY, 1600, 1700, AS3-0209, 2, C1
LAJ2201, FRIDAY, 1400, 1500, AS4-0602, 2, C10
LAJ2201, FRIDAY, 1500, 1600, AS4-0602, 2, C11
LAJ2201, FRIDAY, 1600, 1700, AS4-0601, 2, C12
LAJ2201, THURSDAY, 1700, 1800, AS3-0209, 2, C2
LAJ2201, THURSDAY, 1800, 1900, AS3-0209, 2, C3
LAJ2201, THURSDAY, 1900, 2000, AS3-0209, 2, C4
LAJ2201, FRIDAY, 900, 1000, AS1-0210, 2, C5
LAJ2201, FRIDAY, 1000, 1100, AS3-0304, 2, C6
LAJ2201, FRIDAY, 1100, 1200, AS3-0304, 2, C7
LAJ2201, FRIDAY, 1200, 1300, AS1-0209, 2, C8
LAJ2201, FRIDAY, 1300, 1400, AS1-0209, 2, C9
LAJ2201, MONDAY, 1000, 1200, AS1-0209, 2, A1
LAJ2201, TUESDAY, 1000, 1200, AS1-0210, 2, A10
LAJ2201, TUESDAY, 1400, 1600, ERC-SR11, 2, A11
LAJ2201, TUESDAY, 1600, 1800, ERC-SR11, 2, A12
LAJ2201, MONDAY, 1000, 1200, ERC-SR11, 2, A2
LAJ2201, MONDAY, 1200, 1400, AS1-0204, 2, A3
LAJ2201, MONDAY, 1200, 1400, ERC-SR11, 2, A4
LAJ2201, MONDAY, 1400, 1600, ERC-SR11, 2, A5
LAJ2201, TUESDAY, 1400, 1600, AS3-0304, 2, A6
LAJ2201, MONDAY, 1400, 1600, AS3-0209, 2, A7
LAJ2201, MONDAY, 1600, 1800, AS3-0307, 2, A8
LAJ2201, MONDAY, 1600, 1800, ERC-SR11, 2, A9
LAJ2202, THURSDAY, 1800, 2000, LT8, 2, 1
LAJ2202, WEDNESDAY, 800, 1000, AS2-0311, 2, B1
LAJ2202, WEDNESDAY, 1400, 1600, AS3-0213, 2, B2
LAJ2202, WEDNESDAY, 1600, 1800, AS4-0601, 2, B3
LAJ2202, THURSDAY, 800, 1000, AS4-0602, 2, B4
LAJ2202, THURSDAY, 1000, 1200, AS4-0603, 2, B5
LAJ2202, THURSDAY, 1400, 1600, AS3-0304, 2, B6
LAJ2202, THURSDAY, 1600, 1700, AS4-0603, 2, C1
LAJ2202, THURSDAY, 1700, 1800, AS3-0305, 2, C2
LAJ2202, FRIDAY, 1000, 1100, AS4-0603, 2, C3
LAJ2202, FRIDAY, 1100, 1200, AS4-0603, 2, C4
LAJ2202, FRIDAY, 1200, 1300, AS4-0601, 2, C5
LAJ2202, FRIDAY, 1300, 1400, AS4-0601, 2, C6
LAJ2202, MONDAY, 1000, 1200, AS1-0213, 2, A1
LAJ2202, MONDAY, 1400, 1600, AS4-0603, 2, A2
LAJ2202, MONDAY, 1600, 1800, AS4-0601, 2, A3
LAJ2202, TUESDAY, 1200, 1400, AS1-0209, 2, A4
LAJ2202, TUESDAY, 1600, 1800, AS4-0602, 2, A5
LAJ2202, TUESDAY, 1400, 1600, AS3-0209, 2, A6
LAJ2203, THURSDAY, 1800, 2000, LT10, 2, 1
LAJ2203, TUESDAY, 1600, 1800, AS3-0209, 2, B1
LAJ2203, TUESDAY, 1800, 2000, AS1-0209, 2, B2
LAJ2203, WEDNESDAY, 1200, 1400, AS4-0603, 2, B3
LAJ2203, WEDNESDAY, 1600, 1800, AS1-0209, 2, B4
LAJ2203, WEDNESDAY, 1800, 2000, AS3-0304, 2, B5
LAJ2203, THURSDAY, 1500, 1600, AS1-0201, 2, C1
LAJ2203, THURSDAY, 1600, 1700, AS1-0201, 2, C2
LAJ2203, THURSDAY, 1700, 1800, AS1-0201, 2, C3
LAJ2203, FRIDAY, 1000, 1100, AS3-0212, 2, C4
LAJ2203, FRIDAY, 1100, 1200, AS3-0212, 2, C5
LAJ2203, MONDAY, 800, 1000, AS4-0109, 2, A1
LAJ2203, MONDAY, 1400, 1600, AS1-0210, 2, A2
LAJ2203, MONDAY, 1600, 1800, AS3-0209, 2, A3
LAJ2203, TUESDAY, 1200, 1400, AS4-0602, 2, A4
LAJ2203, TUESDAY, 1400, 1600, AS4-0602, 2, A5
LAJ3201, THURSDAY, 1800, 2000, LT14, 2, 1
LAJ3201, WEDNESDAY, 1000, 1200, AS4-0116, 2, B1
LAJ3201, THURSDAY, 1200, 1400, AS3-0302, 2, B2
LAJ3201, THURSDAY, 1400, 1600, AS3-0302, 2, B3
LAJ3201, FRIDAY, 900, 1000, AS3-0303, 2, C1
LAJ3201, FRIDAY, 1000, 1100, AS3-0303, 2, C2
LAJ3201, FRIDAY, 1500, 1600, AS3-0303, 2, C3
LAJ3201, TUESDAY, 1200, 1400, AS3-0303, 2, A1
LAJ3201, TUESDAY, 1600, 1800, AS3-0215, 2, A2
LAJ3201, TUESDAY, 1800, 2000, AS3-0309, 2, A3
LAJ3202, THURSDAY, 1800, 2000, LT12, 2, 1
LAJ3202, WEDNESDAY, 1200, 1400, AS1-0207, 2, B1
LAJ3202, WEDNESDAY, 1600, 1800, AS1-0207, 2, B2
LAJ3202, WEDNESDAY, 1800, 2000, AS3-0303, 2, B3
LAJ3202, FRIDAY, 1200, 1300, AS2-0413, 2, C1
LAJ3202, FRIDAY, 1300, 1400, AS2-0413, 2, C2
LAJ3202, FRIDAY, 1400, 1500, AS2-0413, 2, C3
LAJ3202, TUESDAY, 1200, 1400, AS1-0207, 2, A1
LAJ3202, TUESDAY, 1600, 1800, AS3-0307, 2, A2
LAJ3202, TUESDAY, 1800, 2000, AS3-0307, 2, A3
LAK1201, MONDAY, 1000, 1200, ERC-SR9CAM, 2, 1
LAK1201, THURSDAY, 1000, 1200, TP-SR9, 2, 1
LAK1201, MONDAY, 1400, 1600, ERC-SR9CAM, 2, 2
LAK1201, THURSDAY, 1400, 1600, ERC-SR9CAM, 2, 2
LAK1201, MONDAY, 1800, 2000, TP-SR10, 2, 3
LAK1201, THURSDAY, 1800, 2000, ERC-SR10, 2, 3
LAK1201, TUESDAY, 800, 1000, ERC-SR8, 2, 4
LAK1201, FRIDAY, 800, 1000, ERC-SR8, 2, 4
LAK1201, TUESDAY, 1600, 1800, ERC-SR2, 2, 5
LAK1201, FRIDAY, 1600, 1800, ERC-SR3, 2, 5
LAK1201, MONDAY, 1600, 1800, AS4-0602, 2, T1
LAK1201, FRIDAY, 1000, 1200, AS4-0601, 2, T10
LAK1201, TUESDAY, 1000, 1200, AS3-0302, 2, T2
LAK1201, TUESDAY, 1400, 1600, AS1-0213, 2, T3
LAK1201, TUESDAY, 1800, 2000, AS3-0212, 2, T4
LAK1201, WEDNESDAY, 800, 1000, AS1-0205, 2, T5
LAK1201, WEDNESDAY, 1600, 1800, AS3-0303, 2, T6
LAK1201, THURSDAY, 800, 1000, AS1-0210, 2, T7
LAK1201, THURSDAY, 1600, 1800, AS3-0212, 2, T8
LAK1201, FRIDAY, 1400, 1600, AS1-0207, 2, T9
LAK2201, MONDAY, 1200, 1400, AS1-0302, 2, 1
LAK2201, THURSDAY, 1200, 1400, AS1-0302, 2, 1
LAK2201, TUESDAY, 800, 1000, AS7-0119, 2, 2
LAK2201, FRIDAY, 800, 1000, AS7-0106, 2, 2
LAK2201, TUESDAY, 1600, 1800, AS2-0413, 2, 3
LAK2201, FRIDAY, 1600, 1800, AS4-0109, 2, 3
LAK2201, MONDAY, 1800, 2000, AS1-0201, 2, 4
LAK2201, THURSDAY, 1800, 2000, AS6-0214, 2, 4
LAK2201, TUESDAY, 1000, 1200, AS4-0602, 2, T1
LAK2201, TUESDAY, 1800, 2000, AS1-0210, 2, T2
LAK2201, WEDNESDAY, 1400, 1600, AS4-0601, 2, T3
LAK2201, WEDNESDAY, 1800, 2000, AS3-0209, 2, T4
LAK2201, THURSDAY, 800, 1000, AS4-0601, 2, T5
LAK2201, THURSDAY, 1600, 1800, AS3-0303, 2, T6
LAK2201, FRIDAY, 1000, 1200, AS1-0209, 2, T7
LAK2201, FRIDAY, 1200, 1400, AS3-0303, 2, T8
LAK3202, MONDAY, 1800, 2000, AS1-0303, 2, 1
LAK3202, THURSDAY, 1800, 2000, AS6-0212, 2, 1
LAK3202, TUESDAY, 800, 1000, AS3-0303, 2, 2
LAK3202, FRIDAY, 800, 1000, AS1-0303, 2, 2
LAK3202, WEDNESDAY, 800, 1000, AS1-0207, 2, T1
LAK3202, FRIDAY, 1000, 1200, AS1-0207, 2, T2
LAK3202, FRIDAY, 1600, 1800, AS3-0303, 2, T3
LAK3202, THURSDAY, 1000, 1200, AS3-0306, 2, T4
LAK3203, TUESDAY, 800, 1000, AS1-0304, 2, 1
LAK3203, FRIDAY, 800, 1000, AS4-0118, 2, 1
LAK3203, WEDNESDAY, 1400, 1600, AS1-0207, 2, T1
LAK3203, WEDNESDAY, 1800, 2000, AS3-0307, 2, T2
LAK4202, MONDAY, 1800, 2000, AS3-0309, 2, 1
LAK4202, THURSDAY, 1800, 2000, AS4-0206, 2, 1
LAK4202, WEDNESDAY, 1800, 2000, AS7-0119, 2, T1
LAK4202, THURSDAY, 1600, 1800, AS3-0302, 2, T2
LAL1201, MONDAY, 1400, 1600, AS3-0305, 2, 1
LAL1201, THURSDAY, 1700, 1800, AS4-0603, 2, B1
LAL1201, WEDNESDAY, 1200, 1400, AS1-0210, 2, A1
LAL2201, MONDAY, 800, 1000, AS4-0206, 2, 1
LAL2201, FRIDAY, 1200, 1300, AS7-0413, 2, B1
LAL2201, FRIDAY, 1000, 1200, AS7-0413, 2, A1
LAM1201, MONDAY, 1200, 1400, AS1-0201, 2, 1
LAM1201, TUESDAY, 1000, 1200, AS7-0101, 2, 2
LAM1201, MONDAY, 1700, 1800, AS3-0213, 2, B1
LAM1201, MONDAY, 1500, 1600, AS1-0205, 2, B2
LAM1201, TUESDAY, 1700, 1800, AS4-0603, 2, B3
LAM1201, WEDNESDAY, 1700, 1800, AS3-0208, 2, B4
LAM1201, FRIDAY, 1200, 1300, AS2-0311, 2, B5
LAM1201, FRIDAY, 1400, 1500, AS1-0213, 2, B6
LAM1201, MONDAY, 1600, 1800, AS2-0311, 2, A1
LAM1201, WEDNESDAY, 1800, 2000, AS2-0311, 2, A2
LAM1201, TUESDAY, 1800, 2000, AS2-0311, 2, A3
LAM1201, MONDAY, 1800, 2000, AS3-0208, 2, A4
LAM1201, THURSDAY, 1800, 2000, AS1-0213, 2, A5
LAM1201, THURSDAY, 1600, 1800, AS1-0209, 2, A6
LAM2201, TUESDAY, 1600, 1800, AS7-0101, 2, 1
LAM2201, TUESDAY, 1300, 1400, AS7-0413, 2, B1
LAM2201, MONDAY, 1800, 1900, AS4-0603, 2, B2
LAM2201, THURSDAY, 1000, 1200, AS3-0213, 2, A1
LAM2201, MONDAY, 1600, 1800, AS1-0209, 2, A2
LAM3201, THURSDAY, 1200, 1400, AS3-0309, 2, 1
LAM3201, FRIDAY, 800, 1000, AS3-0305, 2, T1
LAM3202, THURSDAY, 800, 1000, AS1-0203, 2, 1
LAM3202, WEDNESDAY, 1400, 1600, AS1-0203, 2, T1
LAR1201, MONDAY, 1200, 1400, AS4-0116, 2, 1
LAR1201, WEDNESDAY, 800, 1000, AS1-0203, 2, 1
LAR1201, TUESDAY, 800, 1000, AS1-0301, 2, 2
LAR1201, THURSDAY, 800, 1000, AS1-0303, 2, 2
LAR1201, WEDNESDAY, 1400, 1600, AS7-0101, 2, 3
LAR1201, FRIDAY, 1400, 1600, AS3-0215, 2, 3
LAR1201, MONDAY, 1800, 2000, AS6-0205, 2, T3
LAR1201, MONDAY, 800, 1000, AS3-0209, 2, T4
LAR1201, THURSDAY, 1600, 1800, AS1-0213, 2, T5
LAR1201, THURSDAY, 1800, 2000, AS1-0209, 2, T6
LAR2201, MONDAY, 1200, 1400, AS3-0309, 2, 1
LAR2201, WEDNESDAY, 800, 1000, AS1-0301, 2, 1
LAR2201, TUESDAY, 800, 1000, AS3-0309, 2, 2
LAR2201, THURSDAY, 1000, 1200, AS3-0309, 2, 2
LAR2201, TUESDAY, 1800, 2000, AS3-0213, 2, T1
LAR2201, FRIDAY, 800, 1000, AS3-0304, 2, T2
LAR2201, TUESDAY, 1600, 1800, AS1-0201, 2, T3
LAR3202, MONDAY, 800, 1000, AS3-0309, 2, 1
LAR3202, WEDNESDAY, 800, 1000, AS6-0214, 2, 1
LAR3202, TUESDAY, 1800, 2000, AS3-0208, 2, T1
LAR4202, TUESDAY, 1400, 1600, AS3-0305, 2, 1
LAR4202, THURSDAY, 1400, 1600, AS3-0305, 2, 1
LAR4202, THURSDAY, 1800, 2000, AS4-0601, 2, T1
LAT1201, THURSDAY, 800, 1000, AS7-0119, 2, 1
LAT1201, FRIDAY, 800, 1000, AS1-0304, 2, 2
LAT1201, FRIDAY, 1600, 1800, AS7-0106, 2, 3
LAT1201, MONDAY, 1000, 1200, AS2-0311, 2, W1
LAT1201, WEDNESDAY, 1000, 1200, AS1-0213, 2, W1
LAT1201, MONDAY, 1200, 1400, AS1-0209, 2, W2
LAT1201, WEDNESDAY, 1200, 1400, AS4-0601, 2, W2
LAT1201, MONDAY, 1400, 1600, AS4-0601, 2, W3
LAT1201, WEDNESDAY, 1400, 1600, AS1-0213, 2, W3
LAT1201, MONDAY, 1600, 1800, AS1-0213, 2, W4
LAT1201, WEDNESDAY, 1600, 1800, AS1-0213, 2, W4
LAT1201, MONDAY, 1800, 2000, AS1-0213, 2, W5
LAT1201, WEDNESDAY, 1800, 2000, AS1-0213, 2, W5
LAT1201, TUESDAY, 800, 1000, AS1-0213, 2, W6
LAT1201, THURSDAY, 800, 1000, AS1-0209, 2, W6
LAT1201, TUESDAY, 1000, 1200, AS3-0213, 2, W7
LAT1201, THURSDAY, 1000, 1200, AS2-0311, 2, W7
LAT1201, TUESDAY, 1200, 1400, AS2-0311, 2, W8
LAT1201, THURSDAY, 1200, 1400, AS1-0209, 2, W8
LAT1201, TUESDAY, 1400, 1600, AS1-0209, 2, W9
LAT1201, THURSDAY, 1400, 1600, AS2-0311, 2, W9
LAT2201, THURSDAY, 1200, 1400, AS3-0307, 2, 1
LAT2201, FRIDAY, 1600, 1800, AS3-0307, 2, 2
LAT2201, THURSDAY, 800, 1000, AS2-0311, 2, B1
LAT2201, WEDNESDAY, 1200, 1400, AS1-0209, 2, B2
LAT2201, WEDNESDAY, 1800, 2000, AS4-0601, 2, B3
LAT2201, TUESDAY, 800, 1000, AS2-0311, 2, A1
LAT2201, MONDAY, 1200, 1400, AS1-0213, 2, A2
LAT2201, MONDAY, 1800, 2000, AS2-0311, 2, A3
LAT3201, FRIDAY, 1200, 1400, AS1-0203, 2, 1
LAT3201, WEDNESDAY, 1200, 1400, AS1-0204, 2, 2
LAT3201, THURSDAY, 1200, 1400, AS6-0204, 2, B1
LAT3201, THURSDAY, 1600, 1800, AS4-0601, 2, B2
LAT3201, TUESDAY, 1000, 1200, AS6-0204, 2, A1
LAT3201, TUESDAY, 1600, 1800, AS3-0304, 2, A2
LAT3202, MONDAY, 1800, 2000, AS6-0212, 2, 1
LAT3202, WEDNESDAY, 800, 1000, AS6-0212, 2, 1
LAT4201, WEDNESDAY, 1500, 1800, AS3-0309, 2, 1
LAT4202, TUESDAY, 1800, 2100, AS4-0109, 2, 1
LAV1201, MONDAY, 1000, 1200, AS1-0302, 2, 1
LAV1201, THURSDAY, 800, 1000, AS1-0301, 2, 1
LAV1201, TUESDAY, 800, 1000, AS1-0201, 2, 2
LAV1201, FRIDAY, 800, 1000, AS4-0206, 2, 2
LAV1201, WEDNESDAY, 900, 1000, AS1-0213, 2, T1
LAV1201, WEDNESDAY, 1100, 1200, AS1-0210, 2, T2
LAV1201, THURSDAY, 1400, 1500, AS4-0603, 2, T3
LAV1201, WEDNESDAY, 1500, 1600, AS3-0208, 2, T4
LAV2201, TUESDAY, 800, 1000, AS1-0207, 2, 1
LAV2201, THURSDAY, 800, 1000, AS4-0206, 2, 1
LAV2201, MONDAY, 900, 1000, AS1-0207, 2, T1
LAV3201, TUESDAY, 1400, 1600, AS4-0513, 2, 1
LAV3201, FRIDAY, 1000, 1200, AS4-0513, 2, 1
LAV3201, THURSDAY, 1400, 1500, AS3-0303, 2, T1
LAV3202, THURSDAY, 1200, 1400, AS6-0205, 2, B1
LAV3202, TUESDAY, 1600, 1800, AS4-0601, 2, A1
LL4061, MONDAY, 900, 1200, SR5-3, 2, 1
LL4082, TUESDAY, 1200, 1500, EXEC-SR, 2, 1
LL4133, THURSDAY, 1500, 1800, SR5-3, 2, 1
LL4134, MONDAY, 1500, 1800, SR4-3, 2, 1
LL4234, MONDAY, 900, 1200, SR5-2, 2, 1
LSM1301, TUESDAY, 1400, 1600, LT32, 2, SL1
LSM1301, FRIDAY, 1400, 1600, LT32, 2, SL2
LSM1301, FRIDAY, 1000, 1200, LSLAB4, 2, FR1
LSM1301, FRIDAY, 1200, 1400, LSLAB4, 2, FR2
LSM1301, FRIDAY, 1400, 1600, LSLAB4, 2, FR3
LSM1301, FRIDAY, 1600, 1800, LSLAB4, 2, FR4
LSM1301, THURSDAY, 1000, 1200, LSLAB4, 2, TH1
LSM1301, THURSDAY, 1200, 1400, LSLAB4, 2, TH2
LSM1301, THURSDAY, 1400, 1600, LSLAB4, 2, TH3
LSM1301, THURSDAY, 1600, 1800, LSLAB4, 2, TH4
LSM1301, WEDNESDAY, 1000, 1200, LSLAB4, 2, WE1
LSM1301, WEDNESDAY, 1200, 1400, LSLAB4, 2, WE2
LSM1301, WEDNESDAY, 1400, 1600, LSLAB4, 2, WE3
LSM1301, WEDNESDAY, 1600, 1800, LSLAB4, 2, WE4
LSM1303, WEDNESDAY, 1000, 1200, LT33, 2, SL1
LSM1303, MONDAY, 1000, 1400, LSLAB7, 2, SB1
MA1101R, MONDAY, 1600, 1800, LT25, 2, SL1
MA1101R, THURSDAY, 1600, 1800, LT25, 2, SL1
MA1101R, TUESDAY, 1300, 1400, S16-0433, 2, T01
MA1101R, TUESDAY, 1400, 1500, S16-0433, 2, T02
MA1101R, WEDNESDAY, 900, 1000, S16-0433, 2, T03
MA1101R, WEDNESDAY, 1000, 1100, S16-0433, 2, T04
MA1101R, FRIDAY, 900, 1000, S16-0433, 2, T05
MA1101R, FRIDAY, 1000, 1100, S16-0433, 2, T06
MA1101R, MONDAY, 1100, 1200, S17-0405, 2, T07
MA1101R, MONDAY, 1200, 1300, S17-0405, 2, T08
MA1101R, MONDAY, 1300, 1400, S17-0405, 2, T09
MA1101R, MONDAY, 1800, 1900, S16-0431, 2, TH1
MA1101R, THURSDAY, 1800, 1900, S16-0431, 2, TH2
MA1101R, THURSDAY, 1800, 1900, S16-0433, 2, TH3
MA1101R, MONDAY, 1800, 1900, S16-0435, 2, TH4
MA1102R, TUESDAY, 1600, 1800, LT34, 2, SL1
MA1102R, FRIDAY, 1600, 1800, LT34, 2, SL1
MA1102R, TUESDAY, 1500, 1600, S17-0304, 2, B01
MA1102R, WEDNESDAY, 1100, 1200, S17-0304, 2, B02
MA1102R, MONDAY, 1100, 1200, S16-0431, 2, T01
MA1102R, FRIDAY, 1100, 1200, S17-0404, 2, T02
MA1104, TUESDAY, 1000, 1200, LT25, 2, SL1
MA1104, FRIDAY, 1000, 1200, LT25, 2, SL1
MA1104, MONDAY, 1500, 1600, S17-0304, 2, B02
MA1104, MONDAY, 1600, 1700, S17-0304, 2, B03
MA1104, WEDNESDAY, 1300, 1400, S17-0304, 2, B04
MA1104, WEDNESDAY, 1400, 1500, S17-0304, 2, B05
MA1104, WEDNESDAY, 1500, 1600, S17-0304, 2, B06
MA1104, THURSDAY, 900, 1000, S17-0304, 2, B08
MA1104, THURSDAY, 1000, 1100, S17-0304, 2, B09
MA1104, MONDAY, 900, 1000, S16-0433, 2, T01
MA1104, MONDAY, 1000, 1100, S16-0433, 2, T02
MA1104, MONDAY, 1100, 1200, S16-0433, 2, T03
MA1104, MONDAY, 1200, 1300, S16-0433, 2, T04
MA1104, TUESDAY, 1500, 1600, S16-0431, 2, T05
MA1104, TUESDAY, 1600, 1700, S16-0431, 2, T06
MA1104, THURSDAY, 1300, 1400, S16-0431, 2, T07
MA1104, THURSDAY, 1400, 1500, S16-0431, 2, T08
MA1301, MONDAY, 1600, 1800, LT22, 2, SL1
MA1301, THURSDAY, 1600, 1800, LT22, 2, SL1
MA1301, MONDAY, 1500, 1600, S16-0431, 2, T01
MA1301, THURSDAY, 1200, 1300, S16-0431, 2, T02
MA1312, MONDAY, 1000, 1200, UT-AUD2, 2, SL1
MA1312, THURSDAY, 1000, 1200, UT-AUD2, 2, SL1
MA1312, MONDAY, 900, 1000, ERC-SR3, 2, T01
MA1312, MONDAY, 1200, 1300, ERC-SR3, 2, T02
MA1312, TUESDAY, 1200, 1300, S16-0431, 2, T03
MA1312, TUESDAY, 900, 1000, S16-0431, 2, T04
MA1312, TUESDAY, 1000, 1100, S16-0431, 2, T05
MA1312, TUESDAY, 1100, 1200, S16-0431, 2, T06
MA1312, THURSDAY, 900, 1000, ERC-SR3, 2, T08
MA1312, THURSDAY, 1200, 1300, ERC-SR3, 2, T09
MA1505, FRIDAY, 800, 1000, LT27, 2, SL1
MA1505, TUESDAY, 800, 1000, LT27, 2, SL1
MA1505, TUESDAY, 1500, 1600, S16-0433, 2, T01
MA1505, TUESDAY, 1600, 1700, S16-0433, 2, T02
MA1505, WEDNESDAY, 1100, 1200, S16-0431, 2, T03
MA1505, WEDNESDAY, 1200, 1300, S16-0431, 2, T04
MA1505, THURSDAY, 1600, 1700, S16-0433, 2, T05
MA1505, THURSDAY, 1700, 1800, S14-0620, 2, T06
MA1505, THURSDAY, 1800, 1900, S14-0620, 2, T07
MA1505, FRIDAY, 1300, 1400, S16-0431, 2, T08
MA1505, FRIDAY, 1400, 1500, S16-0431, 2, T09
MA1505, MONDAY, 1600, 1700, S16-0309, 2, T10
MA1505, MONDAY, 1700, 1800, S16-0309, 2, T11
MA1506, MONDAY, 800, 1000, UT-AUD1, 2, A
MA1506, WEDNESDAY, 1600, 1700, UT-AUD1, 2, A
MA1506, WEDNESDAY, 800, 1000, UT-AUD2, 2, B
MA1506, FRIDAY, 800, 900, UT-AUD2, 2, B
MA1506, TUESDAY, 1200, 1400, UT-AUD2, 2, C
MA1506, THURSDAY, 900, 1000, UT-AUD2, 2, C
MA1506, MONDAY, 800, 900, UT-AUD2, 2, D
MA1506, WEDNESDAY, 1000, 1200, UT-AUD2, 2, D
MA1506, MONDAY, 1400, 1500, S17-0302, 2, LC1
MA1506, TUESDAY, 1000, 1100, S17-0302, 2, LC2
MA1506, WEDNESDAY, 1300, 1400, S17-0302, 2, LC3
MA1506, THURSDAY, 1500, 1600, S17-0302, 2, LC4
